match_id,season,matchday,date,status,home_team,home_team_short,home_team_tla,away_team,away_team_short,away_team_tla,home_goals_ft,away_goals_ft,home_goals_ht,away_goals_ht,result,referee
497958,2024,1,2024-08-16,FINISHED,Le Havre AC,Le Havre,HAC,Paris Saint-Germain FC,PSG,PSG,1,4,0,1,AWAY_TEAM,Willy Delajod
497951,2024,1,2024-08-17,FINISHED,Stade Brestois 29,Brest,BRE,Olympique de Marseille,Marseille,MAR,1,5,1,3,AWAY_TEAM,Benoît Bastien
497956,2024,1,2024-08-17,FINISHED,Stade de Reims,Stade de Reims,SDR,Lille OSC,Lille,LIL,0,2,0,1,AWAY_TEAM,Eric Wattellier
497955,2024,1,2024-08-17,FINISHED,AS Monaco FC,Monaco,ASM,AS Saint-Étienne,Saint-Étienne,ASS,1,0,1,0,HOME_TEAM,Clément Turpin
497957,2024,1,2024-08-18,FINISHED,AJ Auxerre,Auxerre,AJA,OGC Nice,Nice,NIC,2,1,1,1,HOME_TEAM,Romain Lissorgue
497952,2024,1,2024-08-18,FINISHED,Montpellier HSC,Montpellier,MON,RC Strasbourg Alsace,Strasbourg,RC ,1,1,0,0,DRAW,Mathieu Vernice
497953,2024,1,2024-08-18,FINISHED,Toulouse FC,Toulouse,TOU,FC Nantes,Nantes,NAN,0,0,0,0,DRAW,Jeremy Stinat
497954,2024,1,2024-08-18,FINISHED,Angers SCO,Angers SCO,ANG,Racing Club de Lens,RC Lens,RCL,0,1,0,1,AWAY_TEAM,Thomas Léonard
497959,2024,1,2024-08-18,FINISHED,Stade Rennais FC 1901,Stade Rennais,REN,Olympique Lyonnais,Olympique Lyon,LYO,3,0,2,0,HOME_TEAM,Benoît Millot
497960,2024,2,2024-08-23,FINISHED,Paris Saint-Germain FC,PSG,PSG,Montpellier HSC,Montpellier,MON,6,0,2,0,HOME_TEAM,Marc Bollengier
497967,2024,2,2024-08-24,FINISHED,Olympique Lyonnais,Olympique Lyon,LYO,AS Monaco FC,Monaco,ASM,0,2,0,0,AWAY_TEAM,Stéphanie Frappart
497964,2024,2,2024-08-24,FINISHED,Lille OSC,Lille,LIL,Angers SCO,Angers SCO,ANG,2,0,1,0,HOME_TEAM,Abdelatif Kherradji
497963,2024,2,2024-08-24,FINISHED,AS Saint-Étienne,Saint-Étienne,ASS,Le Havre AC,Le Havre,HAC,0,2,0,0,AWAY_TEAM,Florent Batta
497966,2024,2,2024-08-25,FINISHED,Racing Club de Lens,RC Lens,RCL,Stade Brestois 29,Brest,BRE,2,0,2,0,HOME_TEAM,Jérémie Pignard
497961,2024,2,2024-08-25,FINISHED,RC Strasbourg Alsace,Strasbourg,RC ,Stade Rennais FC 1901,Stade Rennais,REN,3,1,1,0,HOME_TEAM,Eric Wattellier
497962,2024,2,2024-08-25,FINISHED,FC Nantes,Nantes,NAN,AJ Auxerre,Auxerre,AJA,2,0,1,0,HOME_TEAM,Gaël Angoula
497965,2024,2,2024-08-25,FINISHED,OGC Nice,Nice,NIC,Toulouse FC,Toulouse,TOU,1,1,0,0,DRAW,Bastien Dechepy
